,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Color,Variety
12303,Riesling Trocken 2016,Germany,Rheingau,Balthasar Ress,3.8,286,11.9,2016,White,Riesling
12304,Riesling Trocken Blauschiefer 2017,Germany,Mosel,Dr. Loosen,3.7,287,9.9,2017,White,Riesling
12305,Adobe Chardonnay (Reserva) 2019,Chile,Casablanca Valley,Emiliana,3.6,287,8.45,2019,White,Chardonnay
12306,Diamante Semi-Dulce Bianco 2019,Spain,Rioja,Franco-Espanolas,3.7,288,6.5,2019,White,Unknown
12307,Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Louis Latour,4.5,288,116.0,2015,White,Unknown
12308,Kiedrich Klosterberg Riesling Trocken 2017,Germany,Rheingau,Robert Weil,3.9,289,24.0,2017,White,Riesling
12309,Sauvignon Blanc 2017,France,Pays d'Oc,Les Jamelles,3.5,290,6.25,2017,White,Sauvignon Blanc
12310,Chardonnay 2015,United States,Napa Valley,First Press,3.9,292,19.08,2015,White,Chardonnay
12311,Pinot Grigio 2017,United States,California,Gallo Family Vineyards,3.4,292,6.31,2017,White,Pinot Grigio
12312,Otazu Chardonnay 2018,Spain,Otazu,Bodega Otazu,3.9,292,8.45,2018,White,Chardonnay
12313,Wiener Gemischter Satz 2018,Austria,Wiener Gemischter Satz,Wieninger,3.5,292,10.9,2018,White,Unknown
12314,Grillo 2018,Italy,Terre Siciliane,Zabu,3.5,292,4.73,2018,White,Grillo
12315,Reserva Sauvignon Blanc 2016,Chile,Central Valley,Caliterra,3.5,293,8.72,2016,White,Sauvignon Blanc
12316,Bukettraube 2018,South Africa,Citrusdal Mountain,Cederberg,4.1,293,13.27,2018,White,Bukettraube
12317,Porcupine Ridge Sauvignon Blanc 2019,South Africa,Franschhoek,Boekenhoutskloof,3.6,293,8.33,2019,White,Sauvignon Blanc
12318,Singing Grüner Veltliner 2018,Austria,Niederösterreich,Laurenz V.,3.8,294,10.42,2018,White,Grüner Veltliner
12319,Riesling Trocken 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,294,12.4,2018,White,Riesling
12320,Sauvignon Blanc 2018,New Zealand,Marlborough,Fernlands,4.1,297,9.2,2018,White,Sauvignon Blanc
12321,Costamolino Vermentino di Sardegna 2019,Italy,Vermentino di Sardegna,Argiolas,3.9,298,7.4,2019,White,Vermentino
12322,Bourgogne Chardonnay 2018,France,Bourgogne,Louis Latour,3.8,298,13.29,2018,White,Chardonnay
12323,Aconcagua Costa Chardonnay 2014,Chile,Aconcagua Valley,Errazuriz,3.9,298,22.9,2014,White,Chardonnay
12324,Vernaccia di San Gimignano Blanco 2018,Italy,Vernaccia di San Gimignano,Panizzi,3.9,300,11.92,2018,White,Vernaccia
12325,Reserva Chardonnay 2017,Chile,Casablanca Valley,Caliterra,3.5,300,6.52,2017,White,Chardonnay
12326,Sortesele Pinot Grigio Valdadige 2018,Italy,Valdadige,Santi,3.9,300,8.33,2018,White,Pinot Grigio
12327,La Jalousie Savennières 2015,France,Savennières,Domaine du Closel - Château des Vaults,4.1,301,29.15,2015,White,Unknown
12328,Riesling Trocken Blauschiefer 2015,Germany,Mosel,Dr. Loosen,3.7,301,9.7,2015,White,Riesling
12329,Estate Chardonnay 2018,Chile,Casablanca Valley,Errazuriz,3.5,302,8.29,2018,White,Chardonnay
12330,Portillo Chardonnay 2018,Argentina,Uco Valley,Salentein,3.6,302,8.29,2018,White,Chardonnay
12331,Chardonnay 2017,South Africa,Elgin,Paul Cluver,4.0,302,18.39,2017,White,Chardonnay
12332,Chablis 2018,France,Chablis,Bernard Defaix,3.9,303,17.9,2018,White,Unknown
12333,White Label Nik Weis Riesling 2018,Germany,Mosel,St. Urbans-Hof,4.0,304,9.9,2018,White,Riesling
12334,Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Tramin,3.7,304,12.18,2018,White,Gewürztraminer
12335,Pinot Grigio 2019,New Zealand,Marlborough,The Ned,4.2,304,12.95,2019,White,Pinot Grigio
12336,Gran Verano Chardonnay 2018,Chile,Central Valley,Apaltagua,3.4,304,6.95,2018,White,Chardonnay
12337,Ribolla Gialla 2018,Italy,Friuli Grave,Forchir,3.5,305,12.58,2018,White,Ribolla
12338,Colombard - Chardonnay 2018,Australia,South Eastern Australia,Banrock Station,3.7,305,5.79,2018,White,Chardonnay
12339,Sandstein Riesling Trocken 2018,Germany,Rheinhessen,Gysler,3.7,305,9.5,2018,White,Riesling
12340,Chardonnay 2017,United States,California,Geyser Peak,3.6,305,10.51,2017,White,Chardonnay
12341,Chardonnay 2017,United States,California,Gnarly Head,3.4,305,9.65,2017,White,Chardonnay
12342,Bourgogne Chardonnay (La Vignée) 2017,France,Bourgogne,Bouchard Père & Fils,3.7,306,16.74,2017,White,Chardonnay
12343,Château Grenouilles Chablis Grand Cru 2014,France,Chablis Grand Cru,La Chablisienne,4.2,307,63.54,2014,White,Unknown
12344,Lugana San Benedetto 2019,Italy,Lugana,Zenato,4.1,307,8.48,2019,White,Unknown
12345,Einstern Pinot Blanc 2016,Germany,Mosel,Markus Molitor,4.1,308,14.43,2016,White,Pinot Blanc
12346,Sauvignon Blanc - Pinot Grigio 2019,Slovenia,Podravje,Puklavec Family Wines,3.8,309,7.44,2019,White,Sauvignon Blanc
12347,Pouilly-Fumé En Travertin 2018,France,Pouilly-Fumé,Henri Bourgeois,4.0,309,18.95,2018,White,Unknown
12348,Chablis 2018,France,Chablis,Olivier Tricon,4.1,310,14.55,2018,White,Unknown
12349,Alandra Branco 2018,Portugal,Alentejano,Esporão,3.3,310,4.75,2018,White,Unknown
12350,Chardonnay Sonoma Coast 2015,United States,Sonoma Coast,Patz & Hall,4.0,311,52.0,2015,White,Chardonnay
12351,Les Vieux Clos 2014,France,Savennières,Nicolas Joly,3.7,311,32.5,2014,White,Unknown
12352,Chardonnay 2018,France,Pays d'Oc,Paul Mas,3.7,311,5.5,2018,White,Chardonnay
12353,Baroness Nadine 2017,South Africa,Western Cape,Rupert & Rothschild,4.1,312,30.52,2017,White,Unknown
12354,Wiener Gemischter Satz 2017,Austria,Wiener Gemischter Satz,Wieninger,3.6,312,14.29,2017,White,Unknown
12355,Chardonnay 2018,Australia,South Eastern Australia,Rawson's Retreat,3.5,312,7.9,2018,White,Chardonnay
12356,Riesling 2017,United States,Columbia Valley,Eroica,3.9,314,22.69,2017,White,Riesling
12357,Chardonnay 2017,Chile,Aconcagua Valley,Arboleda,3.7,314,15.5,2017,White,Chardonnay
12358,La Trucha Albariño 2017,Spain,Rías Baixas,Finca Garabelos,4.0,314,12.5,2017,White,Albariño
12359,Vinho Verde Fonte 2019,Portugal,Vinho Verde,Aveleda,4.0,315,6.45,2019,White,Unknown
12360,Minho Alvarinho 2018,Portugal,Minho,Aveleda,3.7,315,8.24,2018,White,Unknown
12361,Sauvignon Blanc 2019,New Zealand,Marlborough,Nautilus,3.9,315,14.4,2019,White,Sauvignon Blanc
12362,Estate Torrontes (Premium) 2018,Argentina,Salta,Alta Vista,3.8,317,12.5,2018,White,Torrontes
12363,Sangre de Toro Blanco 2017,Spain,Catalunya,Torres,3.3,318,8.89,2017,White,Unknown
12364,Riesling Trocken 2018,Germany,Rheingau,Künstler,3.8,320,11.5,2018,White,Riesling
12365,Cardellino Chardonnay Alto Adige 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.9,321,19.29,2018,White,Chardonnay
12366,Medusa Albariño 2017,Spain,Castilla y León,Félix Solís,3.8,321,8.24,2017,White,Albariño
12367,Estate Sauvignon Blanc 2017,Chile,Aconcagua Valley,Errazuriz,3.5,322,8.25,2017,White,Sauvignon Blanc
12368,Eaglehawk Chardonnay 2018,Australia,South Eastern Australia,Wolf Blass,3.2,322,7.22,2018,White,Chardonnay
12369,Te Koko Sauvignon Blanc 2016,New Zealand,Marlborough,Cloudy Bay,4.2,322,54.69,2016,White,Sauvignon Blanc
12370,Altavilla della Corte Grillo 2018,Italy,Terre Siciliane,Firriato,3.8,323,10.35,2018,White,Grillo
12371,Sauvignon Blanc 2017,South Africa,Citrusdal Mountain,Cederberg,3.9,323,16.62,2017,White,Sauvignon Blanc
12372,Villata Roero Arneis 2018,Italy,Roero,Vite Colte,3.7,324,9.64,2018,White,Arneis
12373,Armador Sauvignon Blanc 2017,Chile,Casablanca Valley,Odfjell,3.6,324,7.5,2017,White,Sauvignon Blanc
12374,Marlborough Sauvignon Blanc 2018,New Zealand,Marlborough,Waipara Hills,4.0,324,13.95,2018,White,Sauvignon Blanc
12375,Pinot Grigio (Selezione) 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.7,325,13.58,2018,White,Pinot Grigio
12376,Sauvignon Blanc 2016,Chile,Casablanca Valley,Ritual,3.7,326,15.69,2016,White,Sauvignon Blanc
12377,Puglia I Muri Bianco 2017,Italy,Puglia,Vigneti del Salento,3.7,326,6.54,2017,White,Unknown
12378,Special Cuvée Chardonnay 2015,Chile,Casablanca Valley,Montes Alpha,3.8,327,18.93,2015,White,Chardonnay
12379,Viognier 2018,France,Pays d'Oc,Les Jamelles,3.6,327,6.5,2018,White,Viognier
12380,Sauvignon Blanc (1685 Series Grande Cuvée) 2019,South Africa,Coastal Region,Boschendal,3.9,328,9.89,2019,White,Sauvignon Blanc
12381,Nova Serra Greco Di Tufo 2018,Italy,Greco di Tufo,Mastroberardino,3.9,328,10.04,2018,White,Greco
12382,Montunal 2017,Italy,Lombardia,Montonale,3.9,328,31.19,2017,White,Montu
12383,Chenin Blanc 2017,South Africa,Stellenbosch,Stellenrust,3.7,329,5.8,2017,White,Chenin Blanc
12384,Dutton Ranch Chardonnay 2016,United States,Russian River Valley,Patz & Hall,4.1,329,54.0,2016,White,Chardonnay
12385,Chant des Vignes Jurançon Sec 2017,France,Jurançon,Domaine Cauhapé,3.8,331,9.83,2017,White,Unknown
12386,Cala Reale Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Sella & Mosca,3.7,331,10.66,2018,White,Vermentino
12387,Kiedrich Gräfenberg Riesling Trocken GG 2014,Germany,Rheingau,Robert Weil,4.0,331,40.4,2014,White,Riesling
12388,Blanc 2018,Spain,Bizkaiko Txakolina,Gorka Izagirre,3.6,332,12.19,2018,White,Unknown
12389,Grillo 2019,Italy,Sicilia,Doppio Passo,3.8,332,7.34,2019,White,Grillo
12390,Les Princes Abbés Riesling Alsace 2016,France,Alsace,Domaines Schlumberger,3.7,333,11.6,2016,White,Riesling
12391,Verdicchio dei Castelli di Jesi 2017,Italy,Verdicchio dei Castelli di Jesi,Azienda Santa Barbara - Stefano Antonucci,3.6,336,18.9,2017,White,Verdicchio
12392,Kritt Pinot Blanc 2017,France,Alsace,Marc Kreydenweiss,3.9,338,14.3,2017,White,Pinot Blanc
12393,Insolia 2017,Italy,Terre Siciliane,Cusumano,3.6,338,6.73,2017,White,Unknown
12394,Chablis (Les Grands Terroirs) 2017,France,Chablis,Samuel Billaud,4.0,340,24.0,2017,White,Unknown
12395,Chardonnay Castel del Monte Pietrabianca 2018,Italy,Castel del Monte,Tormaresca,4.1,340,19.29,2018,White,Chardonnay
12396,Sauvignon Blanc - Furmint 2017,Slovenia,Podravje,Puklavec Family Wines,3.6,341,7.44,2017,White,Sauvignon Blanc
12397,Les Princes Abbés Pinot Blanc Alsace 2016,France,Alsace,Domaines Schlumberger,4.0,341,8.9,2016,White,Pinot Blanc
12398,S'Elegas Nuragus di Cagliari 2018,Italy,Nuragus di Cagliari,Argiolas,3.7,343,8.9,2018,White,Nuragus
12399,Sauvignon Winkl 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.1,344,15.99,2019,White,Unknown
12400,Verdejo 2018,Spain,Rueda,Val de Vid,3.9,345,13.16,2018,White,Verdejo
12401,Falanghina Serrocielo 2018,Italy,Falanghina del Sannio,Feudi di San Gregorio,3.7,345,16.7,2018,White,Falanghina
12402,Douro Redoma Branco 2018,Portugal,Douro,Niepoort,4.1,346,18.7,2018,White,Unknown
12403,Sauvignon Blanc 2019,Spain,Rueda,José Pariente,4.2,347,11.48,2019,White,Sauvignon Blanc
12404,Benefizio Riserva Pomino Bianco 2017,Italy,Pomino,Castello Pomino,4.1,347,28.27,2017,White,Unknown
12405,Primo Bianco 2018,Italy,Vermentino di Sardegna,Mesa,3.5,347,8.5,2018,White,Unknown
12406,Chardonnay 2018,Chile,Central Valley,TerraNoble,3.5,348,7.04,2018,White,Chardonnay
12407,Rioja Blanco 2018,Spain,Rioja,Vivanco,3.8,349,8.92,2018,White,Unknown
12408,Bordeaux Sauvignon Blanc 2018,France,Bordeaux,Mouton Cadet,3.4,349,11.36,2018,White,Sauvignon Blanc
12409,Rueda Verdejo 2019,Spain,Rueda,Bodega de Bardos,4.0,350,6.9,2019,White,Verdejo
12410,Hund Grüner Veltliner Reserve 2018,Austria,Weinviertel,Weingut R&A Pfaffl,3.9,351,16.32,2018,White,Grüner Veltliner
12411,Oak Cask Chardonnay 2018,Argentina,Mendoza,Trapiche,3.4,352,7.96,2018,White,Chardonnay
12412,Terroir Series Torrontes 2015,Argentina,Salta,Kaiken,3.7,353,9.99,2015,White,Torrontes
12413,Pomino Bianco 2018,Italy,Pomino,Castello Pomino,3.6,353,13.71,2018,White,Unknown
12414,Otto Soave 2016,Italy,Soave,Prà,3.7,355,11.9,2016,White,Unknown
12415,Fiano Di Avellino Pietracalda 2018,Italy,Fiano de Avellino,Feudi di San Gregorio,3.8,355,21.1,2018,White,Fiano
12416,Gavi 2018,Italy,Gavi,La Raia,3.6,356,12.5,2018,White,Unknown
12417,Sundial Chardonnay 2018,United States,California,Fetzer,3.6,356,8.62,2018,White,Chardonnay
12418,Coteaux Varois en Provence Blanc 2018,France,Coteaux Varois en Provence,Miraval,3.9,356,17.8,2018,White,Unknown
12419,Napa Valley Estate Chardonnay 2017,United States,Napa Valley,The Hess Collection,3.8,357,19.99,2017,White,Chardonnay
12420,Founders' Estate Chardonnay 2017,United States,California,Beringer,3.6,357,12.25,2017,White,Chardonnay
12421,Castello della Sala Cervaro della Sala 2018,Italy,Umbria,Antinori,4.5,359,58.19,2018,White,Unknown
12422,Condrieu La Doriane 2017,France,Condrieu,E. Guigal,4.3,359,84.0,2017,White,Unknown
12423,Reserva Sauvignon Blanc (Classic) 2017,Chile,Curico Valley,Montes,3.7,359,8.69,2017,White,Sauvignon Blanc
12424,No. 3 Colombard - Sauvignon 2019,France,Côtes de Gascogne,Uby,4.0,359,5.99,2019,White,Colombard
12425,Saar Riesling 2017,Germany,Mosel,Van Volxem,3.9,360,12.14,2017,White,Riesling
12426,Sauvignon Blanc Te Muna Road Vineyard 2019,New Zealand,Martinborough,Craggy Range,4.1,361,21.29,2019,White,Sauvignon Blanc
12427,Albaclara Sauvignon Blanc 2018,Chile,Leyda Valley,Haras de Pirque,3.4,362,9.99,2018,White,Sauvignon Blanc
12428,Cometa 2018,Italy,Menfi,Planeta,4.2,362,19.99,2018,White,Unknown
12429,Trebbiano - Pinot Grigio 2018,Italy,Puglia,Cielo e Terra,3.9,363,5.82,2018,White,Pinot Grigio
12430,Les Belles Vignes Sancerre Blanc 2015,France,Sancerre,Fournier Pere & Fils,3.9,363,21.44,2015,White,Unknown
12431,Silberlack Riesling Trocken GG 2015,Germany,Rheingau,Schloss Johannisberg,4.2,364,44.8,2015,White,Riesling
12432,Riesling Trocken 2018,Germany,Mosel,Fritz Haag,3.8,364,10.5,2018,White,Riesling
12433,Indian Wells Chardonnay 2017,United States,Columbia Valley,Chateau Ste. Michelle,4.0,364,20.47,2017,White,Chardonnay
12434,Vintage Tunina 2017,Italy,Venezia Giulia,Jermann,4.2,366,44.52,2017,White,Unknown
12435,Pinot Grigio 2018,New Zealand,Marlborough,The Ned,3.8,367,12.9,2018,White,Pinot Grigio
12436,Pedra da Auga Albariño 2016,Spain,Rías Baixas,Rectoral do Umia,3.5,368,10.35,2016,White,Albariño
12437,Est! Est!! Est!!! Di Montefiascone Secco 2018,Italy,Est! Est!! Est!!! di Montefiascone,Bigi,3.3,368,6.89,2018,White,Unknown
12438,Kiké 2019,Italy,Terre Siciliane,Fina,4.2,369,9.65,2019,White,Unknown
12439,The King's Favour Sauvignon Blanc 2017,New Zealand,Marlborough,The Kings Series,3.8,370,13.9,2017,White,Sauvignon Blanc
12440,Urra di Mare 2015,Italy,Terre Siciliane,Mandrarossa,3.8,370,12.9,2015,White,Unknown
12441,Lune d'Argent 2013,France,Bordeaux,Clos des Lunes,3.6,371,16.9,2013,White,Unknown
12442,Reserva Sauvignon Blanc 2017,Chile,Maule Valley,Viña Palo Alto,3.3,371,6.97,2017,White,Sauvignon Blanc
12443,Pinot Grigio 2018,Italy,Friuli-Venezia Giulia,Attems,3.8,372,10.18,2018,White,Pinot Grigio
12444,Côtes De Gascogne Classic 2019,France,Côtes de Gascogne,Domaine du Tariquet,3.5,374,5.5,2019,White,Unknown
12445,Riesling 2018,Germany,Pfalz,A. Christmann,3.6,374,11.6,2018,White,Riesling
12446,Vivia Maremma Toscana 2018,Italy,Toscana,Le Mortelle,3.6,375,14.45,2018,White,Unknown
12447,Pioneer Block 3 43 Degrees Sauvignon Blanc 2018,New Zealand,Marlborough,Saint Clair,3.9,376,19.95,2018,White,Sauvignon Blanc
12448,Sauvignon Blanc 2019,Chile,Central Valley,Antares,3.5,377,5.33,2019,White,Sauvignon Blanc
12449,Riesling Trocken 2017,Germany,Pfalz,Georg Mosbacher,3.8,377,9.65,2017,White,Riesling
12450,Côte des Roses Blanc 2018,France,Languedoc,Gérard Bertrand,3.7,377,10.42,2018,White,Unknown
12451,Villa Solais Vermentino di Sardegna 2018,Italy,Vermentino di Sardegna,Santadi,3.7,377,6.5,2018,White,Vermentino
12452,Custoza 2018,Italy,Bianco di Custoza,Cavalchina,3.7,380,7.98,2018,White,Unknown
12453,Chenin Blanc 2019,South Africa,Stellenbosch,Stellenrust,3.6,381,5.76,2019,White,Chenin Blanc
12454,Chardonnay 2019,Argentina,Mendoza,Alamos,3.7,382,6.95,2019,White,Chardonnay
12455,Lugana Sergio Riserva 2016,Italy,Lugana,Zenato,4.2,383,20.96,2016,White,Unknown
12456,Sancerre Blanc 2017,France,Sancerre,La Perrière,3.9,384,17.9,2017,White,Unknown
12457,Ca'Marcanda Vistamare Toscana 2018,Italy,Toscana,Gaja,4.1,384,41.9,2018,White,Unknown
12458,Blanco 2019,Spain,Rioja,El Coto,3.6,384,4.95,2019,White,Unknown
12459,Riesling 2018,Germany,Nahe,Dönnhoff,3.8,384,10.63,2018,White,Riesling
12460,Chardonnay 2018,South Africa,Stellenbosch,Meerlust,4.1,384,26.36,2018,White,Chardonnay
12461,Chardonnay 234 2019,Spain,Somontano,Enate,4.0,386,9.25,2019,White,Chardonnay
12462,Chablis 2018,France,Chablis,Domaine Nathalie et Gilles Fevre,4.0,386,17.5,2018,White,Unknown
12463,Santa Digna Reserva Chardonnay 2018,Chile,Central Valley,Miguel Torres,3.4,386,9.45,2018,White,Chardonnay
12464,Chardonnay 2016,South Africa,Elgin,Paul Cluver,3.8,389,21.95,2016,White,Chardonnay
12465,Douro Redoma Branco 2014,Portugal,Douro,Niepoort,3.9,390,19.99,2014,White,Unknown
12466,Albariño Rías Baixas 2018,Spain,Rías Baixas,Ramón Bilbao,3.8,391,10.65,2018,White,Albariño
12467,Lahn Sauvignon 2018,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,391,12.13,2018,White,Unknown
12468,Vinho Verde Quinta da Aveleda 2018,Portugal,Vinho Verde,Aveleda,3.8,392,6.97,2018,White,Unknown
12469,Savatiano Old Vines (Vieilles Vignes) 2017,Greece,Markopoulo,Papagiannakos,3.6,393,9.5,2017,White,Savatiano
12470,Pouilly-Fumé 2018,France,Pouilly-Fumé,Château de Tracy,4.1,393,22.29,2018,White,Unknown
12471,Mandolás Dry 2017,Hungary,Tokaj,Oremus,3.9,394,19.85,2017,White,Unknown
12472,Chardonnay 2018,United States,California,Gallo Family Vineyards,2.8,394,6.3,2018,White,Chardonnay
12473,Buiten Blanc 2018,South Africa,Constantia,Buitenverwachting,3.7,395,9.39,2018,White,Unknown
12474,Cardellino Chardonnay Alto Adige 2017,Italy,Südtirol - Alto Adige,Elena Walch,3.8,397,19.35,2017,White,Chardonnay
12475,Pinot Grigio Friuli Aquileia 2018,Italy,Friuli Aquileia,Zonin,3.5,397,6.75,2018,White,Pinot Grigio
12476,Portillo Sauvignon Blanc 2019,Argentina,Uco Valley,Salentein,3.7,398,6.5,2019,White,Sauvignon Blanc
12477,Riesling Federspiel Terrassen 2018,Austria,Wachau,Domäne Wachau,3.8,399,11.05,2018,White,Riesling
12478,Soave Classico 2019,Italy,Soave Classico,Pieropan,3.8,400,10.95,2019,White,Unknown
12479,Wairau Reserve Sauvignon Blanc 2018,New Zealand,Marlborough,Saint Clair,4.1,400,30.19,2018,White,Sauvignon Blanc
12480,Estate Chardonnay 2017,Chile,Casablanca Valley,Errazuriz,3.6,401,8.25,2017,White,Chardonnay
12481,Sauvignon 2018,Italy,Colli Orientali del Friuli,Livio Felluga,4.0,402,18.9,2018,White,Unknown
12482,Pinot Blanc Alsace 2017,France,Alsace,Trimbach,3.7,403,10.56,2017,White,Pinot Blanc
12483,Chardonnay 2018,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.2,404,31.9,2018,White,Chardonnay
12484,Metis Pascal Jolivet Sauvignon Blanc 2016,South Africa,Constantia,Klein Constantia,3.7,404,22.22,2016,White,Sauvignon Blanc
12485,Tenuta Guado al Tasso Vermentino Bolgheri 2019,Italy,Bolgheri,Antinori,4.1,404,17.99,2019,White,Vermentino
12486,Bianco 2018,Italy,Terre Siciliane,Corvo,3.7,405,6.78,2018,White,Unknown
12487,Chardonnay 2018,South Africa,Western Cape,Laborie,3.4,406,6.84,2018,White,Chardonnay
12488,S'Elegas Nuragus di Cagliari 2016,Italy,Nuragus di Cagliari,Argiolas,3.7,406,7.25,2016,White,Nuragus
12489,Poggio alle Gazze 2014,Italy,Toscana,Ornellaia,4.0,407,42.8,2014,White,Unknown
12490,Chardonnay 2018,United States,California,Dark Horse,3.4,407,6.63,2018,White,Chardonnay
12491,Chardonnay 2016,United States,California,Gnarly Head,3.6,407,12.59,2016,White,Chardonnay
12492,Colombard - Sauvignon Côtes de Gascogne 2019,France,Côtes de Gascogne,Horgelus,4.1,408,5.43,2019,White,Colombard
12493,Viognier (Samuel's Garden Collection) 2016,Australia,Eden Valley,Yalumba,3.6,411,20.76,2016,White,Viognier
12494,Villa Blanche Chardonnay 2018,France,Pays d'Oc,Calmel & Joseph,3.8,412,6.77,2018,White,Chardonnay
12495,Chardonnay 2016,United States,California,Geyser Peak,3.6,416,10.95,2016,White,Chardonnay
12496,Vette di San Leonardo 2018,Italy,Vigneti delle Dolomiti,San Leonardo,3.8,419,12.85,2018,White,Unknown
12497,Laforet Bourgogne Chardonnay 2018,France,Bourgogne,Joseph Drouhin,4.0,419,12.19,2018,White,Chardonnay
12498,Corton-Charlemagne Grand Cru 2008,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.5,421,263.9,2008,White,Unknown
12499,Wairau Reserve Sauvignon Blanc 2015,New Zealand,Marlborough,Saint Clair,4.1,421,29.05,2015,White,Sauvignon Blanc
12500,Riesling Grossi Laüe 2011,France,Alsace,Hugel,4.2,422,58.44,2011,White,Riesling
12501,Chardonnay Sonoma Coast 2016,United States,Sonoma Coast,Patz & Hall,4.1,422,60.41,2016,White,Chardonnay
12502,Chardonnay (Unoaked) 2015,New Zealand,Marlborough,Kim Crawford,3.6,423,15.5,2015,White,Chardonnay
12503,Sauvignon Blanc 2017,Chile,Casablanca Valley,Cruz Andina,3.4,424,9.9,2017,White,Sauvignon Blanc
12504,Chardonnay 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.8,425,10.08,2018,White,Chardonnay
12505,Barrel Selection Chardonnay 2018,Argentina,Uco Valley,Salentein,4.0,425,12.95,2018,White,Chardonnay
12506,Sauvignon Blanc 2016,United States,California,Bogle,3.6,428,14.36,2016,White,Sauvignon Blanc
12507,Godello 2016,Spain,Valdeorras,Avancia,4.2,428,27.4,2016,White,Godello
12508,Max Reserva Chardonnay 2015,Chile,Aconcagua Valley,Errazuriz,3.6,429,15.95,2015,White,Chardonnay
12509,Max Reserva Chardonnay 2017,Chile,Aconcagua Valley,Errazuriz,3.7,429,17.63,2017,White,Chardonnay
12510,Santa Digna Reserva Sauvignon Blanc 2018,Chile,Central Valley,Miguel Torres,3.6,431,9.39,2018,White,Sauvignon Blanc
12511,Grüner Veltliner Kamptaler Terrassen 2017,Austria,Kamptal,Weingut Bründlmayer,3.8,431,7.9,2017,White,Grüner Veltliner
12512,Pinot Gris Alsace Réserve 2016,France,Alsace,Trimbach,3.8,433,17.45,2016,White,Pinot Gris
12513,Louro do Bolo Godello Valdeorras 2018,Spain,Valdeorras,Rafael Palacios,4.0,433,18.9,2018,White,Godello
12514,Riesling 2017,Germany,Nahe,Dönnhoff,3.7,434,11.5,2017,White,Riesling
12515,The Y Series Riesling 2017,Australia,Barossa,Yalumba,3.4,439,11.5,2017,White,Riesling
12516,Classic Pinot Gris 2015,France,Alsace,Hugel,3.8,439,13.6,2015,White,Pinot Gris
